"GPT_Q1","GPT_Q2","GPT_Q3","GPT_Q4","GPT_Q5","GPT_Q6","person","rater"
3,2,4,4,2,3,580,3
3,2,3,3,2,2,581,1
2,1,2,2,1,1,581,2
4,3,4,4,2,3,581,3
2,2,3,3,2,2,582,1
1,1,2,2,1,1,582,2
3,2,3,4,2,3,582,3
2,2,2,3,3,2,583,1
1,0,1,2,1,1,583,2
3,2,3,3,2,3,583,3
3,2,3,3,2,2,584,1
2,1,2,2,1,1,584,2
4,3,4,4,2,3,584,3
3,2,3,2,2,2,585,1
2,1,2,1,1,1,585,2
4,3,4,3,3,3,585,3
2,3,3,2,2,1,586,1
1,1,2,2,1,1,586,2
3,3,4,3,3,4,586,3
3,2,3,3,2,2,587,1
2,1,2,2,1,1,587,2
3,3,4,4,3,3,587,3
2,2,3,3,0,2,588,1
1,1,2,2,0,1,588,2
3,3,4,4,0,3,588,3
3,2,3,2,1,2,589,1
2,1,2,2,0,1,589,2
4,3,4,3,1,3,589,3
2,2,3,3,2,2,590,1
1,1,2,2,1,1,590,2
3,2,4,4,2,3,590,3
3,2,3,3,2,1,591,1
2,1,2,3,1,1,591,2
3,2,4,4,2,3,591,3
3,2,3,2,2,2,592,1
2,1,2,1,1,1,592,2
4,3,4,3,3,3,592,3
3,2,3,2,2,2,593,1
2,1,2,1,1,1,593,2
4,3,4,3,3,3,593,3
3,2,3,3,2,2,594,1
2,1,2,2,1,1,594,2
4,3,4,4,3,3,594,3
3,2,3,2,2,2,595,1
2,1,3,1,1,1,595,2
4,3,4,3,3,3,595,3
3,3,2,3,2,2,596,1
2,2,1,2,1,1,596,2
4,3,4,3,3,3,596,3
3,2,3,3,2,2,597,1
2,1,2,2,1,1,597,2
4,3,4,4,2,3,597,3
3,2,3,3,2,2,598,1
2,1,2,2,1,1,598,2
4,3,4,4,3,3,598,3
3,2,4,3,2,2,599,1
2,1,3,2,1,1,599,2
4,3,4,4,3,2,599,3
3,2,3,2,2,2,600,1
2,1,2,2,1,1,600,2
4,3,4,3,3,3,600,3
3,2,3,3,2,2,601,1
2,1,2,2,1,1,601,2
4,3,4,4,2,3,601,3
3,3,3,2,2,2,602,1
2,1,2,2,1,1,602,2
3,3,4,3,3,3,602,3
3,2,3,3,2,2,603,1
2,1,2,2,1,1,603,2
4,3,4,4,2,3,603,3
3,3,3,3,2,2,604,1
2,1,2,2,1,1,604,2
4,3,4,4,3,3,604,3
3,3,3,2,2,1,605,1
2,2,2,1,1,0,605,2
4,4,4,3,3,2,605,3
3,2,3,2,2,2,606,1
2,1,2,1,1,1,606,2
4,3,4,3,3,3,606,3
3,2,3,2,2,2,607,1
2,1,2,1,1,1,607,2
3,2,4,3,2,3,607,3
3,3,3,3,2,2,608,1
2,2,2,2,1,1,608,2
4,4,4,4,3,3,608,3
3,2,3,3,2,2,609,1
1,1,2,2,1,1,609,2
3,3,4,4,3,3,609,3
3,3,3,3,2,2,610,1
2,1,2,2,1,1,610,2
4,3,4,3,2,3,610,3
3,3,3,2,2,2,611,1
2,2,2,1,1,1,611,2
4,4,4,3,3,3,611,3
3,3,3,3,2,2,612,1
2,1,2,2,1,1,612,2
4,4,4,4,2,3,612,3
3,3,3,3,2,2,613,1
2,2,2,2,1,1,613,2
4,4,4,4,3,3,613,3
3,3,3,2,2,2,614,1
2,2,3,1,1,1,614,2
3,3,4,3,2,3,614,3
3,2,3,3,2,2,615,1
1,0,1,2,0,1,615,2
4,3,4,4,2,3,615,3
3,2,3,3,2,2,616,1
2,1,2,2,1,1,616,2
3,3,4,4,2,3,616,3
3,2,3,2,2,1,617,1
2,1,2,1,1,1,617,2
4,3,4,3,3,2,617,3
3,3,3,3,3,1,618,1
2,1,2,2,2,1,618,2
4,4,4,4,3,2,618,3
2,3,3,3,2,2,619,1
1,1,2,3,1,1,619,2
3,3,3,3,2,3,619,3
3,2,3,3,2,1,620,1
2,1,2,2,1,1,620,2
3,3,4,4,2,2,620,3
3,2,3,3,2,1,621,1
2,1,2,2,1,1,621,2
4,3,4,4,3,3,621,3
3,3,3,2,2,1,622,1
2,2,2,1,1,0,622,2
4,4,4,4,3,3,622,3
3,3,3,3,2,2,623,1
2,1,2,3,1,1,623,2
4,3,4,4,2,3,623,3
3,3,3,3,2,2,624,1
2,2,2,1,1,1,624,2
3,3,4,4,2,3,624,3
3,2,2,3,2,2,625,1
2,1,1,2,1,1,625,2
3,2,3,3,3,2,625,3
2,3,3,3,2,1,626,1
1,1,1,2,0,0,626,2
3,3,3,4,2,3,626,3
3,2,3,2,1,2,627,1
2,1,2,1,0,1,627,2
3,3,4,3,2,3,627,3
2,2,3,3,1,2,628,1
1,1,2,2,0,1,628,2
3,3,4,4,2,3,628,3
3,2,3,3,2,2,629,1
2,1,2,2,1,1,629,2
4,3,4,4,2,3,629,3
3,3,3,2,2,2,630,1
2,2,2,1,1,1,630,2
4,3,3,3,4,2,630,3
3,3,3,3,2,2,631,1
2,1,2,2,1,1,631,2
4,4,3,4,3,3,631,3
2,2,3,3,2,2,632,1
1,1,2,2,1,1,632,2
3,3,4,4,3,3,632,3
3,2,3,3,2,2,633,1
2,1,2,2,1,1,633,2
4,3,4,4,2,3,633,3
3,2,3,3,2,2,634,1
2,1,2,2,0,1,634,2
3,3,3,4,1,3,634,3
3,2,3,2,2,2,635,1
2,1,2,1,1,1,635,2
3,2,4,3,3,3,635,3
3,2,3,3,2,2,636,1
2,1,2,2,0,1,636,2
4,3,4,4,2,3,636,3
3,3,3,3,2,2,637,1
2,1,2,2,1,1,637,2
4,3,4,4,2,3,637,3
3,2,3,3,2,2,638,1
2,1,2,3,1,1,638,2
4,3,4,4,3,4,638,3
3,2,3,3,2,2,639,1
2,1,2,2,1,1,639,2
4,3,4,4,2,3,639,3
3,2,3,3,2,2,640,1
2,1,2,2,1,1,640,2
4,3,4,4,2,3,640,3
3,2,3,2,2,1,641,1
2,1,2,1,1,1,641,2
3,2,4,3,2,2,641,3
3,3,3,3,2,2,642,1
2,2,2,2,1,2,642,2
4,3,4,4,2,3,642,3
3,3,4,3,2,2,643,1
2,1,3,2,1,1,643,2
4,3,4,3,3,3,643,3
2,3,3,2,2,2,644,1
2,1,2,1,1,1,644,2
3,3,4,3,3,3,644,3
3,3,3,2,2,1,645,1
2,2,2,1,1,1,645,2
4,4,4,3,2,3,645,3
3,3,4,3,2,2,646,1
2,2,3,3,1,3,646,2
4,4,4,4,2,3,646,3
3,3,3,3,2,2,647,1
2,2,2,2,1,1,647,2
4,4,4,4,3,3,647,3
3,2,3,3,2,1,648,1
2,1,2,2,1,1,648,2
4,3,4,4,3,2,648,3
3,2,3,3,2,2,649,1
2,1,2,3,1,1,649,2
4,3,4,4,3,3,649,3
3,2,3,3,2,2,650,1
2,1,2,2,1,1,650,2
4,3,4,4,3,3,650,3
3,3,3,3,2,2,651,1
2,1,2,2,1,1,651,2
4,3,4,4,2,3,651,3
3,3,2,3,2,2,652,1
2,1,1,2,1,1,652,2
4,3,3,4,3,3,652,3
3,3,3,2,2,3,653,1
2,2,2,1,1,1,653,2
4,4,4,3,2,3,653,3
3,3,3,3,2,2,654,1
2,2,2,2,1,1,654,2
4,4,3,3,2,3,654,3
3,3,3,3,2,2,655,1
1,1,2,2,1,1,655,2
4,4,4,4,3,3,655,3
3,2,3,2,3,2,656,1
2,1,2,1,1,1,656,2
4,3,4,3,4,3,656,3
3,2,3,3,2,1,657,1
2,1,2,2,1,1,657,2
4,3,4,4,3,3,657,3
2,3,3,3,2,1,658,1
1,2,2,2,1,1,658,2
3,4,4,4,3,3,658,3
3,2,4,3,2,2,659,1
2,1,3,2,1,1,659,2
4,3,4,3,2,3,659,3
3,2,3,2,2,1,660,1
2,1,2,1,1,1,660,2
4,3,4,3,3,2,660,3
3,2,3,3,2,2,661,1
2,1,2,2,1,1,661,2
4,3,4,4,3,3,661,3
3,2,3,3,2,2,662,1
2,1,2,2,1,1,662,2
4,3,4,4,3,3,662,3
2,3,3,3,2,2,663,1
1,1,2,2,1,1,663,2
3,3,4,4,3,3,663,3
3,2,3,3,2,2,664,1
2,1,2,3,1,1,664,2
4,3,4,4,2,3,664,3
3,3,3,3,2,2,665,1
2,2,2,2,1,1,665,2
4,4,4,4,3,3,665,3
3,2,3,2,2,1,666,1
2,1,2,1,1,1,666,2
4,3,4,3,3,2,666,3
3,3,4,3,2,2,667,1
2,2,3,2,1,1,667,2
4,4,4,4,3,3,667,3
3,3,3,2,2,2,668,1
2,2,2,1,1,1,668,2
4,3,3,3,3,3,668,3
3,2,3,3,2,2,669,1
2,1,2,2,1,1,669,2
3,3,4,4,3,3,669,3
3,2,3,2,2,1,670,1
2,1,2,1,1,1,670,2
4,3,4,3,3,3,670,3
3,3,3,2,2,1,671,1
2,2,2,1,1,0,671,2
4,4,4,3,3,2,671,3
2,2,3,2,2,2,672,1
1,1,1,2,1,1,672,2
3,3,3,3,3,3,672,3
3,3,3,3,2,2,673,1
2,1,1,2,1,1,673,2
4,3,4,4,3,3,673,3
2,3,3,3,2,2,674,1
1,1,2,2,1,1,674,2
3,2,4,4,2,3,674,3
3,3,4,3,2,1,675,1
2,1,3,2,1,0,675,2
4,3,4,4,2,3,675,3
3,2,4,3,3,2,676,1
2,1,3,2,2,1,676,2
4,3,4,4,3,3,676,3
3,3,3,2,2,2,677,1
1,1,2,1,1,1,677,2
4,3,3,3,2,3,677,3
3,2,3,3,2,2,678,1
2,1,2,2,1,2,678,2
4,3,4,4,2,3,678,3
3,2,4,3,3,2,679,1
1,1,3,2,2,1,679,2
3,3,4,4,4,3,679,3
3,3,3,3,2,2,680,1
2,2,2,3,2,1,680,2
3,3,4,4,2,3,680,3
3,2,3,2,1,2,681,1
2,1,2,2,0,1,681,2
4,3,4,3,2,3,681,3
3,3,2,3,2,2,682,1
2,2,1,2,1,1,682,2
4,3,3,3,2,3,682,3
3,2,3,3,2,2,683,1
2,1,2,2,1,1,683,2
4,3,4,4,3,3,683,3
3,2,3,3,2,1,684,1
1,1,2,2,1,0,684,2
4,3,4,4,3,2,684,3
3,3,3,3,2,2,685,1
2,2,2,2,1,1,685,2
4,4,4,4,3,3,685,3
3,3,3,2,2,2,686,1
2,2,2,1,1,1,686,2
4,4,4,3,2,3,686,3
3,3,3,3,2,1,687,1
2,2,2,3,1,1,687,2
4,3,4,4,3,3,687,3
3,2,3,3,2,1,688,1
2,1,2,2,1,0,688,2
4,3,4,3,2,1,688,3
3,3,3,2,2,2,689,1
2,2,2,1,1,1,689,2
4,3,4,3,3,3,689,3
3,2,3,3,2,2,690,1
2,1,2,2,1,1,690,2
4,3,4,4,3,3,690,3
2,3,3,2,1,2,691,1
1,2,2,1,0,1,691,2
3,3,4,4,2,3,691,3
3,2,3,2,2,2,692,1
2,1,2,1,1,1,692,2
3,2,4,3,3,3,692,3
3,2,3,3,2,2,693,1
2,1,2,2,1,0,693,2
4,3,4,4,3,3,693,3
2,3,3,3,2,2,694,1
1,2,2,2,1,1,694,2
3,3,4,4,3,3,694,3
3,2,3,3,1,2,695,1
2,1,2,2,0,1,695,2
4,3,4,4,2,3,695,3
3,3,3,3,2,1,696,1
2,1,2,2,1,0,696,2
4,4,4,4,3,2,696,3
2,3,3,3,2,2,697,1
1,1,2,2,1,1,697,2
3,2,3,3,2,2,697,3
3,3,4,3,2,2,698,1
2,2,3,2,1,1,698,2
4,3,3,4,2,3,698,3
3,2,3,3,2,2,699,1
2,1,2,2,1,2,699,2
4,3,4,3,1,3,699,3
2,3,3,3,2,1,700,1
1,1,2,2,1,1,700,2
3,3,3,3,3,2,700,3
3,2,3,3,2,2,701,1
2,1,2,2,1,1,701,2
4,3,4,4,2,3,701,3
3,2,3,3,2,1,702,1
2,1,2,2,1,1,702,2
4,3,4,4,2,3,702,3
3,2,3,2,2,2,703,1
2,1,2,1,1,1,703,2
3,2,4,3,3,3,703,3
3,3,3,2,2,2,704,1
2,1,2,1,1,1,704,2
4,3,4,3,3,3,704,3
3,3,3,3,2,2,705,1
2,1,2,2,1,1,705,2
4,3,3,4,3,3,705,3
3,2,3,3,2,2,706,1
2,1,2,3,1,1,706,2
3,2,4,4,2,3,706,3
3,2,3,3,3,2,707,1
2,1,2,2,2,1,707,2
4,3,4,4,3,3,707,3
3,3,3,3,2,2,708,1
2,2,1,2,1,1,708,2
4,3,4,4,3,3,708,3
3,2,3,3,2,1,709,1
2,1,2,2,1,1,709,2
4,3,4,4,2,3,709,3
3,3,4,3,3,2,710,1
2,1,2,2,1,1,710,2
4,4,4,4,3,3,710,3
3,2,3,3,2,2,711,1
1,1,2,2,1,1,711,2
4,3,4,4,3,3,711,3
3,2,3,3,2,1,712,1
2,1,2,3,1,1,712,2
3,2,4,4,2,3,712,3
3,3,3,3,2,2,713,1
2,2,2,2,1,1,713,2
4,3,4,4,3,3,713,3
3,3,3,2,2,2,714,1
2,1,2,2,1,1,714,2
3,3,4,3,2,3,714,3
3,2,3,3,1,2,715,1
2,1,2,2,0,1,715,2
4,3,4,4,2,3,715,3
3,3,3,3,2,2,716,1
2,2,2,2,1,1,716,2
4,4,4,4,3,3,716,3
3,3,3,3,2,2,717,1
2,2,2,2,1,1,717,2
4,3,4,4,3,3,717,3
3,3,4,3,2,2,718,1
2,2,2,1,1,1,718,2
4,3,4,4,3,3,718,3
3,3,3,2,2,1,719,1
2,1,2,1,0,1,719,2
4,3,4,3,2,3,719,3
3,2,3,3,2,1,720,1
2,1,2,2,1,1,720,2
4,3,4,4,2,3,720,3
3,3,3,2,2,2,721,1
2,2,2,2,1,1,721,2
4,4,3,3,2,2,721,3
3,3,3,3,1,2,722,1
2,2,2,2,0,1,722,2
4,4,3,3,1,3,722,3
3,3,3,3,2,2,723,1
2,2,2,1,1,1,723,2
4,4,4,4,3,3,723,3
3,2,3,3,2,2,724,1
2,1,2,2,1,1,724,2
3,2,4,4,3,3,724,3
3,3,3,3,3,2,725,1
2,2,2,3,1,2,725,2
3,3,4,4,3,3,725,3
3,3,4,3,3,2,726,1
2,2,3,2,1,1,726,2
4,4,4,4,3,3,726,3
3,3,3,3,2,2,727,1
2,2,2,2,1,1,727,2
4,4,4,4,3,3,727,3
3,3,3,2,2,2,728,1
2,1,2,2,1,1,728,2
4,3,4,3,2,3,728,3
2,3,3,3,2,1,729,1
1,2,2,2,1,1,729,2
3,3,4,4,3,2,729,3
3,3,3,3,2,2,730,1
2,2,2,3,1,1,730,2
4,3,4,4,3,3,730,3
2,3,4,3,2,1,731,1
1,2,3,2,1,1,731,2
3,3,4,4,3,3,731,3
3,3,3,3,2,2,732,1
2,1,2,2,1,1,732,2
4,3,4,3,2,3,732,3
3,3,3,3,2,2,733,1
2,1,2,2,1,1,733,2
4,3,4,4,2,3,733,3
3,2,3,3,2,1,734,1
2,1,2,2,1,1,734,2
4,3,4,4,3,3,734,3
3,3,3,2,3,2,735,1
2,2,2,1,1,1,735,2
4,4,3,3,3,3,735,3
3,3,3,3,2,2,736,1
2,1,2,2,1,1,736,2
4,4,4,4,3,3,736,3
3,2,3,2,1,2,737,1
2,1,1,2,0,1,737,2
4,3,3,3,2,3,737,3
3,3,4,3,2,2,738,1
2,1,3,2,1,1,738,2
4,3,4,4,2,3,738,3
3,3,3,3,2,2,739,1
2,1,2,2,1,1,739,2
4,4,4,4,3,3,739,3
3,2,3,3,2,1,740,1
2,1,2,2,1,0,740,2
4,3,4,4,3,2,740,3
3,3,3,3,2,2,741,1
1,1,1,2,0,1,741,2
4,3,4,4,2,3,741,3
3,3,3,3,2,2,742,1
2,1,2,3,1,1,742,2
4,3,4,4,3,3,742,3
3,3,3,3,2,2,743,1
2,1,2,2,1,1,743,2
3,2,4,4,2,3,743,3
3,2,3,2,3,1,744,1
2,1,2,1,2,0,744,2
4,3,4,3,4,2,744,3
3,3,3,3,2,2,745,1
2,2,2,2,1,1,745,2
4,4,4,4,3,3,745,3
3,2,3,3,2,1,746,1
2,1,2,2,1,1,746,2
4,3,4,4,3,2,746,3
3,3,4,3,2,1,747,1
2,1,3,2,1,0,747,2
4,3,4,4,3,2,747,3
3,2,3,3,2,2,748,1
2,1,2,2,1,1,748,2
4,3,4,4,3,3,748,3
3,2,3,3,2,2,749,1
2,1,2,2,1,1,749,2
4,3,4,4,3,3,749,3
3,3,3,3,2,2,750,1
2,2,2,2,1,1,750,2
4,3,4,4,2,3,750,3
3,2,3,3,3,2,751,1
2,1,2,2,2,1,751,2
4,3,4,4,3,3,751,3
3,3,3,3,2,2,752,1
2,1,2,2,1,1,752,2
4,4,3,3,2,3,752,3
3,2,3,2,2,2,753,1
2,1,2,2,1,1,753,2
4,3,4,4,2,3,753,3
3,2,3,3,2,2,754,1
2,1,1,2,1,1,754,2
4,3,4,4,3,3,754,3
3,3,3,3,2,2,755,1
2,2,2,2,1,1,755,2
4,4,4,4,3,3,755,3
3,2,3,3,2,2,756,1
2,1,2,2,1,1,756,2
4,3,4,4,3,3,756,3
3,2,3,2,2,2,757,1
2,1,2,2,1,1,757,2
4,3,4,4,2,3,757,3
3,2,3,3,2,2,758,1
2,1,2,2,1,2,758,2
4,3,4,4,3,3,758,3
3,2,3,2,2,1,759,1
2,1,2,1,1,1,759,2
3,2,3,3,2,2,759,3
3,2,3,3,2,1,760,1
2,1,2,2,1,0,760,2
4,3,4,4,3,2,760,3
3,2,3,3,2,2,761,1
2,1,2,2,1,1,761,2
4,3,4,4,3,3,761,3
3,3,4,3,3,2,762,1
2,1,3,2,2,1,762,2
4,3,4,4,2,3,762,3
3,3,3,3,2,2,763,1
2,2,1,2,1,1,763,2
4,3,4,4,3,3,763,3
3,2,3,3,2,2,764,1
2,1,2,2,1,1,764,2
4,3,4,4,3,3,764,3
3,3,3,3,2,2,765,1
2,2,2,2,1,1,765,2
4,3,4,4,2,3,765,3
2,1,3,2,2,1,766,1
1,0,2,1,2,1,766,2
3,3,4,3,3,3,766,3
3,3,3,3,2,2,767,1
2,2,2,2,1,1,767,2
4,3,3,4,2,3,767,3
3,3,4,3,2,2,768,1
2,1,3,2,1,1,768,2
4,4,4,4,3,3,768,3
3,3,3,3,2,2,769,1
2,2,2,2,1,1,769,2
4,4,4,4,3,3,769,3
3,3,3,2,2,1,770,1
2,1,2,1,1,1,770,2
4,3,4,3,2,2,770,3
3,2,3,3,2,2,771,1
2,1,2,2,1,1,771,2
4,3,4,4,3,3,771,3
3,3,3,2,1,2,772,1
1,1,2,1,1,1,772,2
3,2,3,3,2,2,772,3
3,2,3,2,2,1,773,1
2,1,2,1,1,0,773,2
4,3,4,3,3,2,773,3
3,2,3,2,2,1,774,1
2,1,2,1,0,1,774,2
4,3,4,3,2,3,774,3
3,3,3,3,2,2,775,1
2,2,2,2,1,1,775,2
4,4,4,4,3,3,775,3
3,2,3,3,2,1,776,1
2,1,2,2,1,1,776,2
4,3,4,4,2,3,776,3
3,3,3,3,2,2,777,1
2,2,2,2,1,1,777,2
4,3,4,3,2,3,777,3
3,3,4,3,3,2,778,1
2,2,3,2,2,1,778,2
4,4,4,4,3,3,778,3
3,2,3,3,2,2,779,1
2,1,2,2,1,1,779,2
3,3,4,4,3,3,779,3
3,2,3,2,1,2,780,1
2,1,2,1,0,1,780,2
3,2,4,3,1,3,780,3
3,3,3,3,2,2,781,1
2,2,2,2,1,1,781,2
4,4,4,4,3,3,781,3
3,3,3,3,2,2,782,1
2,2,1,2,1,1,782,2
4,3,4,4,2,3,782,3
3,3,3,3,2,2,783,1
2,1,2,2,1,1,783,2
4,3,4,4,3,3,783,3
3,2,3,2,2,2,784,1
2,1,2,1,1,1,784,2
3,3,3,3,3,3,784,3
3,3,4,3,2,1,785,1
2,2,3,2,1,1,785,2
3,3,4,4,3,2,785,3
3,2,3,3,2,2,786,1
2,1,2,2,1,1,786,2
4,3,4,4,2,3,786,3
3,2,3,2,2,2,787,1
2,1,2,1,1,2,787,2
3,3,4,3,3,3,787,3
3,2,3,3,2,2,788,1
2,1,2,3,1,1,788,2
4,3,4,4,3,3,788,3
3,3,3,3,2,2,789,1
2,1,2,2,1,1,789,2
3,3,4,4,2,3,789,3
3,3,3,3,2,2,790,1
2,2,2,2,1,1,790,2
4,4,4,4,2,3,790,3
3,2,3,3,2,1,791,1
2,1,2,2,1,1,791,2
4,3,4,4,3,3,791,3
3,2,3,3,2,2,792,1
2,1,2,2,1,1,792,2
4,3,4,4,3,3,792,3
3,2,3,3,2,2,793,1
2,1,2,3,1,1,793,2
4,3,4,4,3,3,793,3
3,3,3,3,2,2,794,1
2,1,2,2,1,1,794,2
4,3,4,4,2,3,794,3
3,3,3,3,2,2,795,1
2,1,2,2,1,1,795,2
4,3,4,4,2,3,795,3
3,2,3,3,2,2,796,1
2,1,2,2,1,1,796,2
4,3,4,4,2,3,796,3
3,2,3,3,2,2,797,1
2,1,2,2,1,1,797,2
4,3,4,4,2,3,797,3
3,3,3,3,2,2,798,1
2,1,2,2,1,1,798,2
4,4,4,4,3,3,798,3
3,3,3,2,2,1,799,1
2,2,2,1,1,0,799,2
4,4,4,3,3,2,799,3
2,2,3,3,2,2,800,1
1,1,2,2,1,1,800,2
3,3,4,4,3,3,800,3
3,3,3,2,2,2,801,1
2,2,2,2,1,1,801,2
3,3,4,4,2,3,801,3
3,2,3,3,2,2,802,1
2,1,2,2,1,1,802,2
4,3,4,4,3,3,802,3
3,2,3,3,2,2,803,1
2,1,2,2,1,1,803,2
3,2,4,4,2,3,803,3
3,3,3,2,2,1,804,1
2,1,2,2,1,0,804,2
4,4,3,3,2,2,804,3
3,3,3,2,2,1,805,1
2,1,2,2,1,0,805,2
3,3,3,3,2,2,805,3
3,2,3,2,2,1,806,1
2,1,2,1,1,1,806,2
4,3,4,3,3,3,806,3
3,3,3,3,2,2,807,1
2,2,2,3,1,1,807,2
4,3,4,4,2,3,807,3
3,2,3,3,3,2,808,1
2,1,2,2,2,1,808,2
4,3,4,4,3,3,808,3
3,2,3,2,2,2,809,1
2,1,2,1,1,1,809,2
4,3,4,3,3,3,809,3
3,2,3,3,2,2,810,1
2,1,2,2,1,1,810,2
4,3,4,4,3,3,810,3
3,3,3,2,2,1,811,1
2,1,2,1,1,0,811,2
4,4,4,3,3,2,811,3
3,3,3,3,2,2,812,1
2,2,2,2,1,1,812,2
4,4,4,4,3,3,812,3
3,2,3,3,2,2,813,1
2,1,2,2,1,1,813,2
3,3,4,4,2,3,813,3
3,2,3,3,2,2,814,1
2,1,1,2,1,1,814,2
4,3,4,4,3,3,814,3
3,3,3,3,2,1,815,1
2,1,2,3,1,1,815,2
3,3,4,4,2,3,815,3
3,3,3,3,2,2,816,1
2,1,2,2,1,1,816,2
4,3,4,4,3,3,816,3
3,2,3,2,2,2,817,1
2,1,2,1,1,1,817,2
4,3,3,4,3,3,817,3
3,2,3,3,2,2,818,1
2,1,2,2,1,1,818,2
4,3,4,4,3,3,818,3
3,2,3,3,2,2,819,1
2,1,2,2,1,1,819,2
4,3,4,4,3,3,819,3
3,3,3,3,3,2,820,1
2,1,2,2,1,0,820,2
3,3,4,4,3,3,820,3
3,2,3,2,2,2,821,1
2,1,2,1,1,1,821,2
4,3,4,3,2,3,821,3
3,3,3,3,2,2,822,1
2,1,2,2,1,1,822,2
4,3,4,4,3,3,822,3
3,3,3,3,2,2,823,1
2,2,2,2,1,1,823,2
4,4,4,4,2,3,823,3
3,2,3,3,2,2,824,1
2,1,2,2,0,1,824,2
4,3,4,4,2,3,824,3
3,3,3,3,2,2,825,1
2,1,2,2,1,1,825,2
4,4,4,4,3,3,825,3
3,3,3,2,2,2,826,1
2,1,2,2,1,1,826,2
4,4,4,3,3,3,826,3
3,3,3,2,2,2,827,1
2,1,2,1,1,1,827,2
4,3,4,3,3,3,827,3
3,3,3,3,2,2,828,1
2,2,2,2,1,1,828,2
4,4,4,4,3,3,828,3
3,3,3,3,2,2,829,1
2,2,2,2,1,1,829,2
4,3,4,4,2,3,829,3
3,3,3,2,2,2,830,1
2,1,2,1,1,1,830,2
4,3,4,3,2,3,830,3
3,3,3,2,2,1,831,1
2,1,2,1,1,0,831,2
4,3,4,3,2,2,831,3
3,3,3,3,2,1,832,1
2,2,2,2,1,0,832,2
4,4,4,4,3,2,832,3
3,2,3,3,2,2,833,1
1,1,2,2,1,1,833,2
4,3,4,4,3,3,833,3
3,3,4,3,2,2,834,1
2,1,3,2,1,1,834,2
3,3,4,4,2,3,834,3
3,3,3,2,2,2,835,1
2,2,2,1,1,1,835,2
4,4,4,3,2,3,835,3
3,3,3,3,2,2,836,1
2,1,2,3,1,0,836,2
4,3,4,4,3,3,836,3
3,3,4,3,4,2,837,1
2,1,3,2,3,1,837,2
4,3,4,4,4,3,837,3
3,2,4,3,2,2,838,1
2,1,3,2,1,1,838,2
4,3,4,4,2,3,838,3
3,2,3,2,1,2,839,1
2,1,2,2,0,1,839,2
3,3,4,3,2,2,839,3
3,2,3,3,2,2,840,1
2,1,2,2,1,1,840,2
4,3,4,4,2,3,840,3
3,2,3,3,2,1,841,1
2,1,1,2,1,1,841,2
4,3,4,4,3,3,841,3
3,3,3,3,2,2,842,1
2,2,1,2,1,1,842,2
4,3,4,3,2,3,842,3
3,3,3,3,2,1,843,1
2,1,2,2,1,1,843,2
4,3,4,3,3,2,843,3
3,2,3,2,2,1,844,1
2,1,2,1,1,0,844,2
4,3,4,3,3,2,844,3
3,2,3,3,2,1,845,1
2,1,2,2,1,0,845,2
4,3,4,4,3,2,845,3
3,3,3,3,2,2,846,1
2,2,2,2,1,1,846,2
3,3,4,4,2,3,846,3
3,3,4,3,4,2,847,1
2,2,3,2,3,1,847,2
4,4,4,4,4,3,847,3
3,2,3,2,3,2,848,1
2,1,2,1,2,1,848,2
4,3,4,3,3,3,848,3
3,3,4,3,2,2,849,1
2,2,3,2,1,1,849,2
4,4,4,4,3,3,849,3
3,2,3,3,1,2,850,1
2,1,2,2,0,1,850,2
3,3,4,4,2,3,850,3
3,3,4,3,3,2,851,1
2,1,3,2,2,1,851,2
4,3,4,4,4,3,851,3
3,3,3,3,2,2,852,1
2,1,2,3,1,1,852,2
4,3,4,4,2,3,852,3
3,2,3,2,2,2,853,1
1,1,1,2,1,0,853,2
3,3,3,3,3,3,853,3
3,3,3,3,2,2,854,1
2,2,1,2,1,2,854,2
3,3,4,4,2,3,854,3
3,3,3,3,2,2,855,1
2,1,2,3,2,1,855,2
4,3,4,4,2,3,855,3
3,2,3,3,2,2,856,1
2,1,2,2,1,1,856,2
4,3,4,4,2,3,856,3
3,3,3,2,2,2,857,1
2,1,2,1,0,1,857,2
3,3,3,3,3,2,857,3
3,3,3,3,2,2,858,1
2,2,2,2,1,1,858,2
4,4,4,4,3,3,858,3
3,2,3,3,2,2,859,1
2,1,2,2,1,1,859,2
4,3,4,4,3,3,859,3
3,2,3,3,2,2,860,1
2,1,2,2,1,0,860,2
4,3,4,4,2,3,860,3
3,3,4,4,3,2,861,1
2,2,3,3,1,2,861,2
4,3,4,4,3,3,861,3
3,3,3,3,2,1,862,1
2,2,3,2,1,1,862,2
4,3,4,4,3,3,862,3
3,2,3,3,2,2,863,1
2,1,2,2,1,1,863,2
4,3,4,4,3,3,863,3
3,3,3,3,2,1,864,1
2,1,2,3,1,1,864,2
4,3,4,4,3,3,864,3
3,3,3,3,2,2,865,1
2,1,2,2,1,2,865,2
4,3,4,4,3,3,865,3
3,2,3,3,2,2,866,1
2,1,2,2,1,1,866,2
4,3,4,4,3,3,866,3
3,3,3,3,2,2,867,1
2,1,3,2,1,1,867,2
3,3,4,4,2,3,867,3
3,3,3,3,2,2,868,1
2,1,2,2,1,1,868,2
3,3,4,4,2,3,868,3
3,3,3,3,2,2,869,1
2,1,2,2,1,1,869,2
4,3,4,4,2,3,869,3
3,3,3,2,2,2,870,1
2,1,2,1,1,1,870,2
4,4,3,3,2,3,870,3
