q1p,q2p,q3p,q4p,q5p,q6p,q7p,q8p,q9p,q10p,q11p,q12p,q13p,q14p,q15p,q17p,q18p,q19p,q20p,ID,true_theta,theta_hat,tru_th_percentile,age,gender,location,hobby,poss_future_degree,E,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,SC11,SC12,SC1a,SC9a,SC1d,SC7d,SC4d,SC3d,Ec,SC8b,Eb,SC4c,SC4b,SC6d,SC5a,SC2b,SC7c,SC5d,SC8a,SC6a,SC5b,SC7a,SC9d,SC3b,SC3a,SC6b,SC9c,SC5c,SC9b,SC2c,SC8c,SC3c,SC7b,Ed,SC1c,SC2a,SC8d,SC4a,Ea,SC1b,SC6c,SC2d,SC10b,SC10a,SC12b,SC11d,SC10d,SC10c,SC11a,SC12c,SC11c,SC11b,SC12d,SC12a
0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,2079,0.464425096137069,0.864910163692192,69,15,female,Texas,collecting art,Engineering Technicians,"The saddest experience I have had happened last summer when I lost my grandmother. She was my biggest supporter and my go-to person whenever I faced difficult times. We used to spend hours together, exploring art galleries and discussing my dreams of becoming an engineering technician. Her laughter and encouragement were a constant source of light in my life.

When she fell ill, I felt a weight on my chest that I couldn't shake off. I spent so many hours in the hospital, feeling helpless as I watched her struggle. It was heartbreaking to see her once vibrant spirit fading away. After she passed, my days felt heavy and dark. I turned to art to cope, but nothing seemed to fill the void. 

Looking back, I realize that loss is a part of life, but it’s still hard to embrace. My grandmother's absence leaves me with a haunting sadness that occasionally clouds my mind, reminding me of how profoundly she affected my life.",painted.,My parents don't know that I struggle sometimes.,"On most days, my mood shifts unexpectedly.",Dream of a world filled with colors.,I actually enjoy creating art during tough times.,Really supports my art passion.,"At night, I often draw to escape.",Create.,I should focus on my mental health.,Needs improvement.,Slice through tough challenges.,Visit art galleries and sketch inspirations.,3,4,2,3,1.0,3,3,1,3,3,1,1,3,2,3,1,3,3,1,3,3,2,4,1,3,3,3,3,3,3,2,3,3,3,2,3,4,1,3,3.0,1,3,1,1,2,3,3,3,3,1,2.0,3
0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,2081,0.465829890551047,0.584423880661695,69,15,male,Florida,collecting coins,Economics,"The saddest experience I have had occurred during the summer of my freshman year. My friends and I had just finished a great school year filled with laughter and new adventures, but my summer was about to flip upside down. It started when my father got a job offer that required us to move from our small town in Florida to a larger city about three hours away. While most people would welcome a change, I felt like my world was collapsing.

Collecting coins has always been my passion. I remember the hours I spent at local flea markets, searching for rare finds that would make my collection unique. I had worked so hard over the years, building it piece by piece, and I felt like each coin told a story. However, moving meant leaving my favorite shops behind, along with the friends who shared my enthusiasm for numismatics. They were the ones who understood why finding a 1943 copper penny was such a big deal.

When the moving day arrived, I sat in silence as my family loaded up our car. I had spent the last few weeks packing my things, but I purposely left my coin collection for last—I couldn’t bear to think about it being boxed away, hidden from view. The thought of leaving my treasured coins behind was like saying goodbye to a part of myself. I finally gathered the strength to carefully pack them, but it hurt to realize that, as I closed the last box, I was closing the door on summer memories too.

As we drove away from my childhood home, a heavy feeling settled in my chest. I didn’t want to leave all the places that held my memories—the park where we played baseball, the corner store where I would buy coin holders and supplies. Most importantly, I didn't want to say goodbye to my friends. They had been a constant source of support, understanding my highs and lows, and I felt as if I was losing my safety net.

Once we reached our new home, everything felt foreign. No familiar faces, no special shops, just an endless stretch of streets. I spent a lot of time alone in my room, feeling isolated and disconnected. Although I tried to stay positive, the sadness lingered and I often felt lost in my thoughts.

Ultimately, that summer taught me about change and resilience. Although it still hurts to think about, it pushed me toward new experiences, including finding a local coin club where I slowly began to make new friends. Even so, that transition remains one of the saddest moments of my life, reminding me of what was lost but also what could be gained. ",spent hours organizing my coins.,spend my nights searching online.,Is uncertain.,Dream of brighter days.,I actually enjoy collecting rare coins.,My family supports my coin collecting hobby.,Count my coins and reflect.,Organize coins.,Take better care.,Deterior,Slice bread,Organize my coin collection.,3,4,2,3,3.0,3,3,1,3,3,3,2,2,2,3,2,3,3,1,4,3,3,4,1,3,3,3,3,3,3,2,3,3,4,2,4,3,1,3,3.0,5,5,1,2,4,3,3,3,3,1,2.0,3
0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2082,0.468558045225682,0.282692804286814,69,15,female,California,travel,Political Science,"The saddest experience I have had was during a family trip to Europe last summer. While exploring Paris, I lost my favorite necklace, a gift from my grandmother. It was precious to me, not just for its value but for the memories attached to it. I felt a wave of disappointment wash over me as we stood near the Eiffel Tower, surrounded by beautiful sights, yet I felt empty inside. I tried to enjoy the moment, but that loss lingered in my mind. It reminded me of the fleeting nature of happiness, a feeling I sometimes struggle to hold onto.","In the past week, I explored new places and felt nostalgic.",want to travel alone someday.,is uncertain.,Dream of distant places and new adventures.,I actually need a vacation.,Loves adventures and support.,dream about adventures and exploring new places.,Travel more.,Take breaks.,Improved slightly.,Slice through my thoughts easily.,Explore new parks and trails.,3,3,2,1,1.0,3,3,1,3,3,1,1,3,1,3,2,3,3,1,3,2,3,4,1,3,3,1,3,3,3,1,3,3,3,2,3,3,2,3,2.0,2,2,1,4,2,3,5,3,3,4,2.0,3
0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,2086,0.4703857949795,0.51761003670763,69,15,female,South Dakota,beachcombing,Culinary Arts,"The saddest experience I have had was the loss of my grandmother. She lived in South Dakota, and each summer, I would visit her. We had a tradition of beachcombing at a nearby lake, searching for pretty shells and unique stones. I remember the last time we went together; it was a bright, sunny day, and we laughed as we collected treasures. A few months later, I got the call that she had passed away. It felt like a part of me was missing. I still visit that same spot, hoping to feel her presence in the gentle waves and warm sand. I miss her stories and the comfort she gave me during tough times. Losing her left a hole in my heart that I carry with me every day.","In the past week, I searched for beach treasures.",struggle.,Is a bit cloudy.,Dream.,struggle.,Complicated.,Dream alone.,Relax.,I should enjoy life more.,Improved.,Slice through my worries.,Go beachcombing with friends.,2,4,2,3,2.0,3,3,1,2,3,1,3,4,3,3,3,3,4,4,4,2,3,4,3,3,3,2,3,3,3,3,3,3,4,2,3,3,1,3,3.0,1,2,1,4,1,3,4,3,3,2,2.0,3
0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,2087,0.471079170827706,0.383355697544473,69,15,female,Michigan,archery,English,"The saddest experience I have had was during the summer after my freshman year. My friends and I had planned a weekend camping trip, filled with laughter and archery, my favorite pastime. But on the first night, my best friend, Lily, confided in me that she was struggling with her mental health. I had sensed something was off, but hearing her say it broke my heart. 

Over the next few days, she spiraled deeper into her sadness, while I felt helpless. We sat by the campfire, and I tried to uplift her, sharing stories and jokes. However, I could see the pain in her eyes, and it mirrored my own struggles with depression. I wanted to be strong for her, but I couldn’t shake the feeling of despair that enveloped me. That trip, which was supposed to be a celebration of friendship, turned into a painful reminder of the challenges we face.","In the past week, I practiced archery daily and wrote in my journal for reflection.",want to quit archery.,Complicated.,Dream of arrows flying in flight.,I actually enjoy archery more than school.,Loves archery.,practice,Focus.,I should practice archery more often.,Could be better.,Slice through an apple easily.,Practice.,2,3,2,2,2.0,3,3,1,4,3,1,2,3,1,3,2,3,3,1,3,2,4,4,1,3,3,1,3,3,3,1,3,3,3,2,3,4,1,3,2.0,2,4,1,2,3,3,3,3,3,1,2.0,3
0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,2089,0.4731790688189,0.435619087899192,69,16,female,Virginia,inline skating,Foreign Languages,"The saddest experience I have had happened last summer. My best friend, Jamie, and I spent countless hours inline skating together, laughing and sharing secrets. One day, she told me her family was moving to another state. I felt a heaviness in my chest, knowing our carefree days would change forever. The night before she left, we skated under the stars, both trying to hold back our tears. When she finally moved, it felt like a piece of my heart was gone. Even now, I still skate in hopes of feeling close to her again, though the emptiness lingers.",inlined with friends and felt great.,feel overwhelmed sometimes.,Is a bit low.,"Dream of skating in distant, sunny places.",I actually enjoy skating to escape.,"My family supports me, though sometimes distant.","At night, I often skate to relax.","Recently, I plan to skate more often.",Skate.,Dipped slightly.,Slice,Skate confidently.,3,3,1,2,1.0,3,3,1,2,3,1,3,3,2,3,2,3,3,2,3,2,2,4,2,3,3,1,3,3,3,1,3,3,3,2,2,3,1,3,3.0,2,4,1,2,2,3,3,3,3,1,1.0,3
1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,2090,0.473564684296312,0.934508320977088,69,17,male,North Carolina,jogging,Dental Studies,"The saddest experience I have had was losing my best friend to a car accident last year. We shared countless laughs while jogging together. Since then, I've struggled to find joy in my runs, feeling a heavy ache in my heart whenever I lace up my shoes.",jogged,struggle silently.,Varies.,Look out and dream of possibilities.,struggle.,"My family supports me, even when I feel down.",jog.,"Recently, I plan to improve my running routine.",I should focus on my mental health and jogging.,Deterior,Slice bread,Focus on jogging and studying for my dental exam.,3,3,2,2,1.0,2,3,1,4,3,1,2,4,4,3,3,2,3,4,3,2,2,4,2,3,3,2,3,3,3,1,3,3,4,2,3,4,1,3,3.0,5,5,1,2,4,3,3,3,3,1,2.0,3
1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,2092,0.477959890787315,0.815081427059622,69,18,male,California,collecting banknotes,Pharmacy,Loss.,"In the past week, I collected rare banknotes.",Collect rare banknotes secretly.,Feels heavy.,Dream of brighter days.,I actually enjoy collecting banknotes more than socializing.,complicated.,reflect,Focus on my mental health daily.,I should focus on my studies and well-being.,Has been fluctuating.,Slice through problems.,Sort my banknotes and study for exams.,3,3,2,2,3.0,3,3,3,5,3,3,3,3,1,3,2,4,4,1,4,2,4,4,4,3,3,1,3,3,4,2,3,3,3,3,4,3,1,3,2.0,1,3,1,1,2,3,4,3,3,1,2.0,3
0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,2094,0.478906442926695,0.459325223704929,69,16,male,South Carolina,dog training,Economics,"The saddest experience I have had happened on a rainy afternoon last fall. My family had gone to visit some relatives, and I stayed home because I didn't feel up to it. I decided to spend the day with my dog, Max, who always lifts my spirits. We went out to our backyard for our usual training session. I loved teaching him new tricks; it was one of the few things that brought me joy.

Suddenly, I heard a loud crash. My heart raced as I ran toward the sound. I found a tree that had fallen, taking down part of the fence and trapping Max underneath it. I panicked, trying to lift the branches off him, but they were too heavy. I called for help, but deep down, I feared I was losing him.

In that moment, the sadness washed over me like a wave. Max had been my best friend, the one who never judged or seemed to understand the gloom that often accompanied me. When I finally managed to free him, he was hurt but alive. I felt an overwhelming wave of relief, but it was also tainted with sadness because I realized how fragile our time together could be. I spent the next few weeks taking care of him as he healed, and it opened my eyes to how much I value those moments we share.

After that day, I started to think more about the future, my relationships, and how I cope with sadness. Training Max became not just a hobby but a lifeline, one that reminded me of companionship and loyalty amidst my struggles with depression. Even though the experience was heartbreaking, it taught me to cherish every moment we have, even when life feels overwhelming.",trained my dog daily.,train.,Is a bit low.,"...watch my dog play, feeling both joy and longing.",I actually enjoy training.,complicated.,Train dogs.,Train my dog more consistently.,Focus.,Deterior,Slice through problems.,Train.,3,3,2,2,3.0,3,4,1,4,3,2,3,3,1,3,1,3,4,1,3,2,2,4,4,3,3,1,3,3,3,1,3,3,4,2,3,4,1,3,2.0,5,5,1,1,4,3,4,3,3,1,2.0,4
0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2095,0.478935091769564,-0.0509543373978066,69,15,male,Massachusetts,dancing,Chemistry,"The saddest experience I have had occurred last year, during what was supposed to be the highlight of my freshman year: the spring dance showcase. I had been practicing for weeks, pouring my heart and soul into my performance. Dance is my escape, a way to express myself when words fail me. But just a few days before the show, I found out that my best friend, Sam, had decided to back out last minute due to some personal issues. 

At first, I was disappointed for him; I understood how overwhelming life can be, especially at our age. However, as the day approached, I felt an increasing weight in my chest. Sam had always been my partner in everything, and I couldn’t shake the feeling of loneliness. I still remember standing backstage, nervously fidgeting, looking out at the audience filled with friends and family, but feeling utterly alone. 

When the curtain rose, I danced my heart out, trying to push away the sadness that loomed over me. But every leap felt heavy without my best friend by my side. I finished the performance, feeling a mix of triumph and heartbreak. The applause filled the room, but I couldn't help feeling a void inside. The experience taught me about the fragility of friendships and how important it is to support each other during tough times. In that moment, I realized that even in celebration, sadness can linger, reminding us of what we have lost.","In the past week, I danced to unwind.",My parents don't know that I dance alone.,It fluctuates between happy and distant.,Feel the world outside.,"I actually enjoy dancing, it helps me feel better.",My family understands me.,dance,Improve my dance skills daily.,Express my true feelings.,Improved.,Slice through tough vegetables.,Practice my dance routine and study chemistry concepts.,3,4,2,2,2.0,2,3,1,3,3,1,2,3,1,3,1,3,3,2,3,3,3,4,1,3,3,3,3,3,3,1,3,3,3,1,3,3,1,3,2.0,1,2,1,2,1,3,3,3,3,1,2.0,3
1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,2097,0.480592766845866,0.81449595370404,69,17,female,Connecticut,films,Culinary Arts,"The saddest experience I have had was during my junior year of high school. My grandmother, who was my biggest supporter, fell ill and passed away unexpectedly. She had always been there for me, sharing stories about her life and encouraging my love for films. I remember feeling completely lost without her. We had planned to watch my favorite movie together, but instead, I found myself sitting alone in the dark, replaying her laughter in my mind. It was during this time that I noticed my own sadness deepening, reminding me of how fragile life can be. I found solace in cooking, trying to recreate her favorite recipes, but the emptiness lingered. Losing her was a turning point, and it shaped how I view connections with others.",watched my favorite movies.,struggle.,Is somewhat low.,"Dream of cooking in a bustling restaurant someday, soon.",I actually enjoy cooking alone.,Complicated.,binge-watch,Spend more time watching films and exploring new recipes.,Take a break.,Could be better.,Slice through tough emotions.,Watch movies with friends.,3,3,2,2,1.0,3,3,1,3,3,1,3,3,3,3,2,3,4,1,4,2,3,4,3,3,3,1,3,3,3,2,3,3,4,2,3,4,1,3,3.0,2,4,1,3,3,3,4,3,3,3,2.0,3
1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,2099,0.481101571230895,0.575589589487436,69,16,female,Idaho,unicycling,History,Loss.,unicycled,My parents don’t know that I unicycle alone.,"On most days, my mood fluctuates a lot.",Dream of adventure while watching the sunset.,I actually understand.,complicated.,feel lonely,Unicycle.,Reach out.,Dipped.,Slice through tough challenges.,Unicycle by the river again.,3,3,2,3,1.0,3,3,1,5,3,1,3,3,1,3,2,3,4,1,4,2,2,4,4,3,3,2,3,3,3,3,3,3,3,2,3,3,1,3,2.0,4,4,1,1,3,3,3,3,3,1,2.0,4
0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,2101,0.482532259990716,0.58808924452762,70,15,male,New York,jujitsu,Psychology,"The saddest experience I have had happened not too long ago, and it’s one that really shaped how I view myself and the world around me. It was the summer before my freshman year of high school. I had just finished a tough season of training in jiu-jitsu, a sport I love deeply. I was excited about competing and improving, but at the same time, I was grappling with something more difficult—my own feelings of loneliness and sadness.

A few weeks into the summer, I started to notice a change in my friends. Some were drifting away. I remember days when I would go to the park hoping to hang out, but everyone seemed busy with their own lives. It felt like I was on the outside looking in. I kept telling myself it was just a phase, but as each day went by, the feeling grew heavier. I began to feel isolated, even when I was surrounded by people.

One day, I got an invitation to a barbecue from a friend. I was hopeful that it would be a chance to reconnect. But when I arrived, I saw everyone laughing and sharing stories. It felt like they were in their own world, and I was just a stranger trying to fit in. I remember standing in the corner, struggling to join the conversation. I could hear their laughter, but it felt like a wall was between us, and no matter how hard I tried, I couldn’t break through. 

That night, when I went home, I felt a deep sadness wash over me. I couldn’t shake the thought that I was losing my friends and, in a way, losing myself. I spent hours lying in bed, staring at the ceiling, wondering why I felt so alone. Even jiu-jitsu, something that usually made me feel powerful, didn’t bring me joy anymore. I felt stuck in a cycle of sadness that I couldn’t escape.

Reflecting on that experience, I realize it taught me a lot about friendship and mental health. It was a turning point, pushing me to talk to my family and eventually seek support from a counselor. Although it was painful, I learned the importance of sharing my feelings and reaching out. While the sadness still lingers at times, I found strength in vulnerability. Now, I’m hopeful for the future and look forward to understanding myself better, perhaps even studying psychology someday to help others who might feel the same way.","In the past week, I trained hard in jujitsu.",struggle.,Is a mix of feelings.,Reflect.,I actually train hard.,Really supportive.,think about my struggles.,Focus on Jiu-Jitsu and my mental well-being.,Breathe.,Could improve a lot.,Slice through tough meat.,Train in jujitsu.,2,3,2,3,2.0,2,3,2,3,3,2,1,3,3,3,2,3,3,1,4,2,2,3,1,3,3,1,3,3,3,3,3,3,4,2,4,4,1,3,3.0,2,4,1,2,2,3,3,3,3,1,2.0,3
1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,2102,0.482797838144991,0.537515360501725,70,16,male,New Jersey,road biking,Physics,"The saddest experience I have had happened on a crisp autumn afternoon last year. I remember biking along the quiet roads of New Jersey, the trees painted in vibrant oranges and reds. Cycling has always been my escape; the wind in my face, the rhythmic sound of my bike tires on the asphalt, they all helped clear my mind. But that day was different.

As I pedaled harder, I found my thoughts drifting to my grandfather, who had recently been diagnosed with Alzheimer’s disease. We used to spend countless afternoons together in his garage, tinkering with old bikes or watching the stars and discussing physics—the subject I loved and hoped to pursue one day. But now, that connection was fading. There were days he'd forget who I was, and it felt like a piece of my heart was chipped away every time he looked at me with confusion in his eyes.

In that moment on my bike, the sadness hit me like a gust of wind knocking me off balance. I pulled over and sat on the curb, my bike leaning against a nearby tree. The weight of it all felt heavy, and I could feel the familiar ache of depression creeping in. I thought about how I wished I could turn back time to those carefree days when my grandfather’s laughter was a constant in my life. I missed the way he would challenge me to think deeply about the universe, making everything, even the most complex physics problems, feel easier to digest.

On that curb, I cried. Not just for what my grandfather was losing but also for the connection that was fading, the moments that seemed all too fleeting. I wished more than anything that I could somehow bring back the clarity of his mind and the light in his eyes. The sun dipped lower, casting a golden hue, and I realized that I would never stop loving him, even if he couldn't recognize me anymore.

Cycling home that day, the tears dried on my cheeks, but the sadness lingered. It reminded me of how important those bonds are and how quickly they can slip away. It was a moment that taught me about the fragility of life and the importance of cherishing every second we have with the people we love.",biked.,struggle with sadness.,"On most days, my mood fluctuates a lot.",Bike.,I actually enjoy biking.,complicated.,"At night, I often bike alone.",Train more for biking and improve my skills.,I should focus on my mental health and hobbies.,Dipped slightly.,Slice bread,Go biking and clear my mind.,3,3,2,2,2.0,3,3,1,4,3,1,3,2,3,3,1,3,4,1,3,2,2,4,4,3,3,2,3,3,3,1,3,3,4,2,3,4,1,3,3.0,2,4,1,2,2,3,3,3,3,1,2.0,2
0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,2104,0.486088074684949,0.65225839610772,70,15,female,California,judo,Trades and Personal Services,"The saddest experience I have had was when I decided to stop training in judo for a while. Judo has always been my escape, a way to channel my emotions and feel strong. But during my sophomore year, I struggled with feelings of sadness and anxiety. My grades slipped, and it became tough to keep up with practice. I remember the day I told my coach I needed a break; I felt tears stinging my eyes. He was so supportive, but I could see the concern on his face. Leaving the dojo felt like losing a part of myself. I realized how much I relied on judo to cope with my depression. It was the hardest decision, and I still miss it every day.","In the past week, I practiced judo and felt overwhelmed.",My parents don't know that I hide my feelings often.,Is somewhat upbeat.,Dream of judo and brighter days.,"I actually find strength in judo, despite feeling depressed sometimes.","My family supports me, even during struggles.",Dream big.,Join a tournament.,Focus on my goals.,Improved slightly.,Slice,Train hard in judo daily.,4,3,3,1,3.0,2,3,1,4,3,2,1,3,2,3,3,3,3,2,3,2,2,3,1,3,3,1,3,3,3,1,3,3,4,2,4,4,3,3,3.0,2,2,1,2,2,3,3,3,3,1,2.0,3
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2106,0.488786362655823,0.0047129326842884,70,16,male,California,gymnastics,Criminal Justice,"The saddest experience I have had was during my sophomore year when I lost my closest friend, Jake, in a car accident. We had spent countless hours training together in gymnastics, pushing each other to flip higher and land better. He was not only my teammate but also my support during difficult times. 

When I heard the news, I felt as if everything around me stopped. Shock turned into a heavy sadness that I carried everywhere. We had talked about our dreams, even college and what we'd study—he wanted to be a firefighter. I struggled to stay focused in school and during practice, and I often felt lonely despite being surrounded by friends. 

Jake’s absence was a constant reminder of how fragile life is. I’ll always remember him as my inspiration and motivation to keep pushing forward, even when it’s tough.",struggled,want to quit gymnastics sometimes.,Complicated.,Dream big.,"I actually enjoy gymnastics, though I feel pretty down.",Complicated.,practice,Focus upward.,Reach for greatness.,Could be better.,The knife on the table can slice easily.,Train.,5,3,3,2,1.0,3,3,2,3,3,1,3,4,2,3,3,3,4,3,3,1,4,4,3,3,3,1,3,3,3,1,3,3,3,2,3,3,4,3,2.0,2,4,1,2,3,3,3,3,3,1,2.0,4
0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,2107,0.490790315063396,0.63724761675427,70,15,male,Arizona,cycling,Agricultural Sciences,"The saddest experience I have had was during the summer of last year when my closest friend, Jake, moved away. We had grown up together in our small town in Arizona, sharing countless adventures on our bikes. We spent endless days pedaling through the desert trails, feeling the wind in our hair and forgetting our problems. When I found out he was leaving, it felt like the ground had dropped out from beneath me. 

The day he left, I rode my bike to his house one last time. I felt a heavy wave of sadness washing over me, and the joy of cycling was replaced by a deep ache in my chest. We promised to stay in touch, but I knew things would never be the same. Without him around, those bike rides felt lonely, and I realized how much he had meant to me.

This experience taught me the weight of friendship and loss, and it deepened my feelings of isolation. Even today, I find solace on my bike, but there’s always a part of me missing.",brought my bike to practice.,My parents don't know that I ride my bike alone.,Varies.,Dream of cycling through open fields.,I actually enjoy cycling to clear my mind.,Complicated.,"At night, I often ride my bike.",Ride my bike.,I should ride my bike to clear my mind.,"Could use some improvement, honestly.",Slice through vegetables.,Cycle.,3,3,2,2,1.0,2,3,1,3,3,1,3,3,1,3,1,3,4,1,3,2,2,4,3,3,3,1,3,3,3,1,3,3,3,2,3,3,1,3,2.0,2,4,1,2,2,3,3,3,3,1,2.0,3
0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,2108,0.492270167757603,0.339310819385607,70,14,male,Pennsylvania,fishing,Art,Goodbye.,went fishing with friends.,hate school sometimes.,It fluctuates,Daydream.,I actually prefer fishing over everything else.,My family understands me.,fish.,Improve my fishing skills and explore new art techniques.,I should take more time for myself.,Has been challenging.,Slice through anything,Go fishing with friends.,2,3,2,2,2.0,2,3,1,5,3,1,2,2,2,3,2,3,3,1,3,2,2,3,1,3,3,1,3,3,3,1,5,3,3,2,3,5,1,3,2.0,2,4,1,2,3,3,3,3,3,1,2.0,3
0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,2110,0.493684922831514,0.507160033117424,70,16,male,California,squash,Veterinary Studies,"The saddest experience I have had was during my sophomore year when I lost my dog, Max. He was not just a pet; he was my best friend and my constant companion. We spent countless afternoons together playing squash in the backyard, and he always cheered me up after a rough day. One evening, he suddenly became ill, and despite rushing him to the vet, he passed away. I remember sitting in the waiting room, my heart sinking as I waited for news. When the vet finally spoke to me, I felt a wave of emptiness wash over me. The house felt eerily quiet without him, and I struggled to adjust to his absence. That loss hit me hard, and it made me realize how deep the bond between us truly was. Even now, I still find myself looking for him on those sunny days.",squashed,My parents don’t know that I play squash alone often,Is a bit off.,Dream.,I actually enjoy playing squash daily.,Loves me unconditionally.,practice,Improve.,I should focus on my happiness.,Deterior,Slice through vegetables.,Play squash daily.,4,3,3,2,2.0,3,3,1,2,3,1,1,2,1,3,1,4,3,1,3,2,3,4,1,3,3,2,3,3,3,1,3,3,3,2,3,3,4,3,2.0,5,5,1,2,4,3,3,3,3,1,2.0,2
1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,2111,0.494046526795291,0.680694252697675,70,15,male,Florida,safaris,Culinary Arts,"The saddest experience I have had happened last summer when our family planned a trip to Africa for a safari that I had been dreaming about for years. Ever since I was little, I’ve been fascinated by the wildlife documentaries on TV, and the idea of seeing elephants, lions, and giraffes in their natural habitat excited me. I was thrilled when my parents finally agreed to take me on this adventure.

As we landed in Tanzania, my heart raced with anticipation. The smells, sounds, and the vast landscapes filled me with a sense of possibility. However, that happiness quickly faded. Just a few days into our trip, I received a call from home. My best friend, Jake, had been in a serious car accident. His injuries were severe, and he was in the hospital fighting for his life. The news crushed me. I felt as if the vibrant colors of the world around me faded to gray.

Throughout the safari, I tried to push away my sorrow and enjoy the moment, but guilt often overshadowed my excitement. My heart ached every time I saw a majestic lion or a herd of zebras; all I could think about was Jake. I wanted to share these incredible experiences with him. We used to watch these documentaries together, laughing and dreaming about going on a safari one day. Now, I was experiencing it alone.

The days dragged on, and each sunset felt heavier than the last. When I finally returned home, I learned that Jake had passed away just a few days before we got back. I felt devastated and lost, knowing that I would never get to share these memories with him. The joy of the safari turned bittersweet, forever tainted by sorrow and regret. In that moment, I truly understood how fragile life can be, and how much a single moment can change everything.",ate my favorite meal.,want to travel the world.,Is somewhat cloudy.,Dream of safaris and distant lands.,I actually enjoy cooking a lot.,Very supportive sometimes.,Dream big.,Go on a safari.,Focus more.,Has been challenging.,Slice dinner,Go on a safari.,2,3,2,1,1.0,3,3,1,4,3,1,3,3,1,3,1,3,4,1,3,2,3,4,3,3,3,1,3,3,3,1,4,3,3,2,2,4,1,3,2.0,2,4,1,2,3,3,3,3,3,1,2.0,3
1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,2112,0.494725680190159,0.72234115714337,70,14,male,Illinois,fruit picking,Biology,"The saddest experience I have had was during the summer after my seventh-grade year. My family used to visit a local apple orchard every year, and I looked forward to it. Picking fruit with my parents and siblings was my favorite part of summer. It was a time when we laughed together, made silly jokes, and enjoyed fresh fruit right from the trees.

That year, however, things felt different. My dad had been working late hours, and my mom seemed distant. When we finally made it to the orchard, I could tell they weren’t really in the mood to have fun. I remember picking apples but feeling an emptiness in my chest. I tried to crack jokes and engage them, hoping to bring back the joy we usually shared. Instead, I watched them argue quietly, their disagreement casting a thick cloud over our outing.

As we left, I felt a mix of disappointment and sadness. It was the first time I understood that sometimes family life doesn’t fit the ideal picture I had in my mind. While I loved the time spent picking fruit, it was hard to ignore the feeling of disconnection growing between us. That day, I realized that not everything can be sweet, even when surrounded by the ripest apples. It was a chilling reminder that happiness can sometimes fade away, leaving behind a sense of longing.",picked apples and felt hopeful.,My parents don’t know that I pick fruit.,Is somewhat low.,Dream of sunny orchards filled with ripe fruit.,smile.,Complicated.,"At night, I often think about everything.",Improve.,Try fruit picking.,"Recently, my health has been challenging.",Slice,Go fruit picking with my friends.,3,3,1,3,1.0,3,3,1,3,3,1,3,3,1,3,2,4,4,1,4,2,3,4,3,3,3,1,3,3,3,3,3,3,3,2,2,3,1,3,2.0,2,3,1,2,3,3,3,3,3,1,2.0,3
1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,2114,0.49631234029807,0.460957358864083,70,15,female,California,shooting,Chemistry,Goodbye.,"In the past week, I practiced my aim.",hate feeling so overwhelmed.,It fluctuates quite a bit.,Feel the breeze and dream of freedom.,I actually enjoy shooting.,Complicated.,feel overwhelmed with thoughts.,Improve my shooting skills and focus on my studies more.,I should take time for myself and focus on happiness.,Improved slightly.,Slice through anything,Practice shooting at the range again.,3,3,2,3,3.0,2,3,1,5,3,2,3,4,3,3,2,3,4,3,4,2,2,3,3,3,3,1,3,3,3,4,5,3,4,2,3,5,1,3,3.0,2,2,1,2,2,3,3,3,3,1,2.0,3
